x
MPZL1
HSD17B11
ALOX5
ARHGAP24
DENND2D
C12orf5
PHLDA3
VASP
CLEC10A
WDR35
LAT2
PRSS21
TMEM33
UAP1L1
SLC38A7
FAM13C1
TTC39C
THG1L
JAM2
NKG7
NPTX1
MSRB3
PRICKLE1
FXYD6
THRB
FNDC3B
CLDN8
GPR183
GUCY2D
MS4A14
TMEM49
TFEC
NES
C10orf4
HPN
TPK1
CLEC5A
MEIS1
IVD
SLC7A8
FAM159A
KLF17
FGD2
ATIC
BTK
NFIB
NDUFAF1
SCARA3
RNF112
DSC2
RAB20
IL2RB
CEP68
SLC25A40
SHMT2
HES2
CXCL1
GRN
SENP3
CLIP4
LACTB2
EHBP1
EPHA7
ROBO1
LGALS8
HOXB4
PCYOX1
KLF12
LBH
RYR1
GDPD3
CYSLTR1
CDH5
TLCD1
DDB2
ST6GALNAC5
N4BP1
CREBZF
DNASE2
COQ2
LMCD1
SAMD4A
CLPB
C1orf53
MUC1
STYXL1
GPATCH2
TOR2A
GPR65
CYTH3
TBXAS1
TRAPPC2L
CD53
GPR160
SIRPB1
CDS2
TUSC3
VGLL1
PTHR1
SLC5A8
KL
MMP1
SFXN4
KCNK13
MYD88
ST3GAL6
SERPIND1
TMEM47
ACOT7
IRAK3
ZNF829
PHTF1
TRMT5
C20orf59
TMBIM6
TMEM136
PARD3B
AGTR1
GPR120
PLEKHH2
SGPP2
C1orf21
APOC1
DOCK2
ZDHHC11
TEX14
CYBA
SASH1
CCR1
GPC3
MYO9B
C1orf168
C20orf24
PEG3
FAM167A
CTSL2
GIMAP7
ATXN1
AGRP
CYP27A1
ENO1
GSPT1
SLC36A1
CHST11
STK32A
MYST4
PLAC2
KCND3
ACE2
ALDOA
C12orf62
AMOTL1
PTGFRN
ABP1
STAC3
PLCXD3
LONP2
DNAJC5B
UGCGL1
BHLHB5
NOP10
GLB1
PCDH15
SIPA1L1
SLC6A13
MATN3
RBM9
SLC6A4
SLCO2B1
DHRS9
GRB10
GALNT1
SNX5
NPM1
PNKD
FAM83H
FGFBP2
UBE2I
ADARB1
IL8
IQGAP2
SNAP25
SGK3
FOXA3
VNN1
KMO
PRKD1
SDK2
NFKBIE
DHDH
PLEKHA1
GIMAP6
PALLD
SEMA3B
DBI
SYK
LRRN3
CLDN23
DNMT3A
UBE2W
LPCAT2
SPN
GDAP2
IRS1
KRT79
CD1A
ACSM3
TLR2
MFSD1
DOK2
THEM2
RSPH3
AR
PLEK2
GPD1
SEMA6B
NAGA
BTN3A1
BCAP31
TREM1
CXCL9
ANO1
SLC11A1
FRMD3
MAGED2
DNASE2B
GFOD1
CLIC5
PVALB
IL7R
TNIK
KDELC2
C14orf132
CORO2A
SLC12A6
CAPN8
MLL
LPHN2
TMEM111
MOBKL1B
CYTL1
C6orf124
CSF2RA
IHPK2
EVI2A
AGPAT4
CD209
ABLIM1
PPIF
TNNI2
FADS1
CEBPB
C14orf28
HOXA2
GLRX
PARD3
ATP6V0B
RASL11B
CAV1
DMRT2
SERTAD4
NAPG
GZMA
SNX24
FKBP7
RER1
PKD2L1
CASP5
ANKRD29
TMEM130
CD52
CYP1A2
TMEM97
SAMSN1
FER1L3
BHLHB3
CLN8
SYNM
CALM3
GTF2E2
PCYT1B
KAL1
SCD
FAH
MANEAL
SLC29A2
EDA
NDST1
RP5-1022P6.2
CPT2
RFX5
TYSND1
ZDHHC14
COL4A5
PSMD11
MEF2D
ATXN3
COMMD9
S100A9
NXF3
MRTO4
EFHD2
SYNPO2L
PFKFB4
LIMCH1
LRCH3
LY96
ATAD2B
SVEP1
CPSF2
TACC1
PCDHB10
C1orf38
POLR2D
NPTXR
NFASC
TNFSF13B
ARHGEF4
PTGES
FBXL7
CCNE1
PLXNB3
LDB2
WFS1
DST
SRGAP2
ERG
GCLC
AVL9
SHROOM4
ABL2
BUB1
ZNRF2
VPS36
PGD
PLUNC
JAKMIP2
GAS6
FCER1A
GABPB2
USP32
PRKG1
AKR1B1
HEY1
FBP1
HOXB5
TBC1D30
C5orf4
ADCY2
ALDH3B2
PPM1F
CRIP2
ACO1
DOCK4
CFI
GPN2
IL18
C6orf125
KLHL8
DSEL
RPP25
LTA4H
VSIG2
FUT3
TIMP3
IDE
TBC1D7
CAB39L
C6orf123
CHN1
G6PD
TDRKH
GPR137B
TLR4
CBX7
C1QTNF7
PPAP2B
PDK3
UBQLN1
CCDC68
BACH2
HMGCS1
MSI1
SOSTDC1
RAMP2
ACAT2
SPATA12
HTRA4
C13orf31
CNKSR2
C16orf89
TBX3
ERO1L
ST6GALNAC1
CREB3L2
GLT25D1
MARCKS
TRPV2
KIF26A
ZDHHC3
EPB41L2
PPT1
MRPL15
FOXL1
HSPA12B
CRTAM
ABI3
PPP2R5C
IL11RA
PHLDB1
IGSF2
GSR
ASPH
HCCS
EMILIN2
HCK
FRYL
GCNT1
FGFBP1
TNFRSF10B
CD33
PGR
DOK3
MPHOSPH6
PIK3CB
SEPTIN3
SLC16A3
TMEM204
LAMA4
BCL2L13
MTHFS
CDK5
C10orf11
C22orf9
ABAT
GLA
FAT4
COLEC12
SH3GL2
AHCYL2
PARVG
PCDHB14
GJD3
DAB2
SPOCD1
GFPT1
ME2
SLIT2
DUSP3
BLOC1S2
EBP
OLFML2A
DFNA5
TEP1
KCNMA1
TSPAN7
GRIA1
SCFD2
SCYL2
PODXL
C15orf37
PLCB4
PCCB
C1QTNF3
ACOT4
HVCN1
BCL6B
SNX10
WIF1
SIGLEC7
ITGA1
SETDB2
ITGAX
ADFP
KIAA1199
EHD3
SYT13
ROD1
SIGLEC9
TTC39B
TIE1
AJAP1
RRP1
ITGB2
SPNS1
CHCHD10
S1PR1
ZNF22
SPARCL1
TRIM44
GBGT1
CLN6
NSUN3
CD1B
C1orf225
PPP1R14C
KLHDC10
ZMAT3
CTSC
FAM151B
DOCK3
GNA12
ALAS1
C16orf33
LIFR
FCGBP
HDDC2
TGFBR3
NUDT21
C7orf41
TTLL7
BTNL9
CD68
ZNF135
SESN2
TGFBI
NUSAP1
HUS1
LAMP2
MPDZ
GRAMD1B
SEMA6D
HS6ST2
YARS2
SLC16A10
SMAD9
F13A1
ST6GALNAC3
PTGIS
EPN2
PTRF
SAMD3
CASKIN2
IRF2BP2
TMC6
CAMK2D
GPI
CCDC88A
PRPH
APOL3
PADI2
PON1
GIMAP1
CMTM7
BPIL1
LDHB
DOCK9
CDKL2
MPP1
LTBP1
APOL1
SLC44A1
SMYD3
ITGAM
AGER
NLRC4
CD207
FZD1
PRR6
LONRF3
AURKA
BMPER
DACH2
CAMSAP1
TDRD9
IMPDH1
EGF
TPPP
FDFT1
C19orf59
RGS10
CHRDL1
MGAT4B
SPCS3
TCIRG1
CUGBP2
CYYR1
AQP9
C12orf59
SYNE2
TM4SF19
ADAM10
PIK3CG
TMSL8
NLN
SGCB
SEMA6A
OSCAR
SFN
GJB7
ABCC9
RUNX1T1
C1QB
RBM17
KALRN
SH3PXD2B
TSPO
PGP
ZDHHC15
RP1-177G6.2
VMO1
CNIH4
ECM2
WDR12
ARHGEF9
CAV3
TBX4
ATP6V1C1
SMPDL3B
RNF145
DNAJC5
SQRDL
ANGEL1
GALNT12
SLC25A13
TFPT
ELFN2
SLC16A6
ACTN2
PENK
GBP5
TIPARP
NCKAP1L
YARS
NETO2
DARS2
GCNT3
SHANK3
PTPLA
SIRPA
HS3ST3A1
ALPL
PTPRO
MOSPD1
PDE1B
TOM1
INSIG1
SORD
IRAK1
ADD2
RASL12
ALOX5AP
BDH1
PTPN2
RIT1
STXBP2
PC
HSD3B7
EML1
FGF12
MANBA
RAPGEF4
NMB
KCNE3
JPH4
LAPTM5
ADORA2B
ZNF532
KCMF1
IDH1
IFI30
C14orf139
ZNF793
TTLL6
ZNF385A
STARD13
FANCE
ADK
ALDH3A1
NIN
ADAMTSL3
STXBP6
HSDL2
FADS2
ABLIM3
LILRB3
SLC9A1
PLA2G7
ATAD1
COL12A1
BACE1
GLIS2
CTA-221G9.4
SEMA3F
GCHFR
HSD17B14
LPHN1
KCNN4
ITGAE
C12orf39
SNX8
LRP2
PNPLA3
CEP27
RAPGEF5
PHLDB2
C1orf59
UNC84A
TNFSF9
PTGR1
HMOX1
GIMAP4
SRPRB
MMD
MYL9
SCTR
FAM118B
MBOAT2
KIAA0040
CYTIP
C16orf14
PHLDA1
SGCG
LAIR1
CACNG4
MGST1
BCL2L14
ZC3HAV1L
COPZ1
C1orf162
ARHGEF15
MPPED2
ZNF804A
RAP1GAP
TMOD1
C16orf61
SLITRK6
RSC1A1
PCK2
ATP2B4
NF2
SC5DL
WFDC2
SERPINF2
PDXK
CSTA
RMND1
AGPS
CLEC3B
CDCP1
OPTN
HDAC7
GRM8
ZNF606
IL1F7
ABHD5
EIF2B3
CXCL17
TNFRSF8
SLC10A2
GARNL3
KCTD15
NQO1
TMEM106B
NOTCH4
SLC38A10
GALNT2
RNF141
ANXA3
ARL3
SCPEP1
STEAP3
SEH1L
TUBB1
RNASEH1
CDR2L
TGFA
ADAM22
SYCP2L
ETV5
SLC26A11
CDO1
MAOB
GM2A
MPV17
SEMA5A
SH3BGRL
LST1
EPB41L5
ATP6V1B2
TRPC2
FKBP15
KLRF1
GJB2
C11orf82
VSNL1
HEXA
FUCA1
CARD9
KCNMB4
RAVER2
RUNX1
ANO6
ANPEP
COMP
PIR
PAK1
ENY2
ZNF365
CD84
PPARGC1A
SMURF2
ALG14
GAA
LAMC2
C9orf61
EEF2K
TMEM170B
PTPN21
ACOT11
KIAA1324
CRYM
C2orf72
NAPSA
UACA
NEK6
PRKACB
BEST1
CXCL16
EDNRB
PLEKHA5
FIG4
KLHL6
CNIH
TALDO1
PLCB1
PFKFB3
SPARC
CSGALNACT1
DPYSL3
MRPS25
DHTKD1
MCOLN1
KDR
CD300C
CLCN7
EREG
RCSD1
NAGPA
ATP9B
NANS
RAPH1
ARGLU1
TRIM38
PRX
LMO2
C2orf58
PSMG1
OPA1
SLC9A7
PCDHB4
MMP12
SH2D3C
ATG7
SLC29A3
UPP1
SYT11
GREM1
TPP1
PCDH17
PLA2G15
LACE1
hCG_20426
TLR8
ZFYVE9
RHOJ
WDR51A
RBM8A
ANXA11
PPP1R12B
C11orf45
LHX9
AHCY
MTCH2
CFTR
MFSD7
C11orf9
C20orf114
PLD1
AADACL1
HK2
GLIPR2
FAM171A1
CTSB
RAB30
GABRB2
ACTR8
STT3B
RAG1AP1
WDFY3
CSPP1
TNIP3
MPP3
PDS5B
LRRC8D
CD164
CD276
VWC2
GPNMB
SSR3
TMEM127
MTHFD1
HMBS
C14orf106
TMEM104
NEB
CYP4X1
LRRTM4
KBTBD8
ROBLD3
SGCE
CDH23
NPC1
CECR1
APOE
AP2S1
LCN2
EVI2B
SPTBN1
FLNB
EXOSC7
KLF11
LRCH2
C3orf23
CD247
LMO3
PKD2
SLC25A16
PLCE1
CD163L1
CTBS
TMEM8
BLM
DYNC2LI1
EFNB1
CR1
IKBKE
TCEB3
CDK5RAP2
TSPYL5
SCD5
CD180
GPT2
RRAS
HEG1
PIK3AP1
VPS37C
PLAU
C6orf225
RGS9
GFRA3
CD300LF
SLC16A12
KCNA3
INPP1
ABCC3
MAPKSP1
C10orf125
NUDT5
STAM2
BEX5
SGCD
USP47
ITGA8
IMPACT
NRG3
STAC
CREBBP
VAV1
SLC35B4
WFDC12
MRPS33
AMICA1
VPS41
EXT1
LSP1
HOXB3
PEAR1
PTPMT1
MRPS16
C1GALT1
LILRB1
ANTXR1
BLVRA
PHCA
GNB4
PRKCE
TM7SF2
DAPP1
PLCD3
FERMT1
LRRN2
TCF3
MCC
CSPG5
E2F3
FUBP1
GIMAP8
MAMDC2
PCBP4
GNA15
AHRR
DPH3
SLC6A12
C17orf87
SPOCK2
SUSD1
CBS
ALOX15B
IMPA2
SLC31A2
HSD17B2
C3orf14
RPS6KA1
PPARG
BCL2L2
GJB1
FNBP1
EMR3
C11orf75
ATL3
ZMYND15
ACSS2
LAMA3
VAC14
SCGB3A2
HTT
FILIP1
HOXD1
DPCR1
P2RY6
ATP6V1F
HPSE
GLRX2
ARHGAP23
GPX2
MYCT1
MKNK1
GALNT7
CLCN4
MSRA
RASSF4
FXYD1
PRDX4
KCTD3
DFFA
ASAP2
BAALC
FBXL19
AIM1
APOC2
TMEM108
KANK2
FANCC
MYO5A
BAX
ZNF677
CRYAB
MAN2B1
KIAA1217
MAGI1
TSPAN12
RASGEF1B
FAM82B
ABCG1
ATP6V0D2
IGSF10
MLLT4
HAVCR2
MED21
AMOTL2
EDC3
ZNF792
RDH11
FZR1
MTHFD1L
WDFY2
SPP1
PNPLA6
FAM152B
TST
PRAM1
LAYN
GLDN
ZNF154
KCNQ1
SLC38A6
KPNA1
TRIB2
POLD4
FAIM2
DPP6
C8orf79
TMEM163
SOAT1
VSIG4
KIAA0368
SAR1B
ARRB2
KIAA0427
ITGA3
PTAFR
ACOX1
WWTR1
CCL20
PNPLA4
DOCK5
KIAA1377
IGF1R
SLC39A11
DPP4
ZNF781
EMCN
ARHGAP29
SERPINB8
IRF5
LTBP4
TREM2
FUT2
ADAM12
HABP2
CDC45L
C1QA
NRBP2
FCGR2A
ASB9
FRY
TSPAN32
RAD1
IL33
COTL1
MS4A4A
SFXN1
SLC22A18
CHST2
TOX3
PIGN
CREB3L1
GPRASP1
CYP2U1
AP1S1
TNFSF10
SLCO2A1
NEBL
TBX21
GDE1
WNT5B
WNT4
PMEPA1
CCL13
CTSD
TPMT
FGR
H3F3B
ZFPM2
ZFAND3
CALCOCO2
NTNG1
AQP1
CORO1C
RASSF2
C20orf160
CD44
KIAA1305
MCTS1
TMEM144
DLEU7
MYOZ3
SLC24A3
ABCA4
ST14
GHR
TNFAIP8L2
C6orf105
TMEM133
SLC4A11
FCER1G
WFIKKN2
ADCY8
DDR2
MT1G
PLXDC2
ATP6AP1
IGFBP6
PCNXL2
RNASE6
LRRK1
KLB
CSF3R
FPR3
SPINK5
TTC39A
SYNE1
GPM6A
TBXA2R
BCHE
TM9SF4
CD1C
INHBA
SLAMF8
PPP1R16B
LIMK1
C10orf58
SLC5A6
USP30
ITLN2
DUS2L
TMEM86A
IL13RA2
M6PRBP1
TSTA3
PCDH10
BTN3A2
BMP2K
RECK
CISD3
SFXN2
MFAP4
OCA2
MICB
PGBD5
TC2N
S100P
ACP5
C19orf10
NCF2
SLC7A11
TMOD3
TRPV4
FOXF1
EIF1AD
TMEM26
TAL1
ETHE1
PYCR1
ARHGAP22
SNTB2
SLC25A1
ATP8B4
S100A11
PLCG1
CEACAM21
DIXDC1
GPX1
FZD4
TRDV1
CD109
KCNQ3
FAM49A
FOXF2
DYM
SERPINA1
EMP2
C1orf97
TXNDC4
PLA2G4E
C15orf48
FAM178A
OLA1
HNMT
SRGAP2P1
GNAZ
TMEM27
LMO7
ADAM29
CADM2
SMAD2
RAB38
RAC2
TCF21
TCEAL2
GEMIN6
TBX2
PROM1
OSBPL11
RAB7B
VDR
GLIPR1
IL1A
DACT1
HPGD
GIMAP5
UFM1
KCNJ15
INSC
C15orf23
LAD1
C11orf21
FCGR2B
HSPA4
MYO6
MAPKAPK3
ARSB
TMPRSS4
ANO4
PILRA
TMEM167A
MMAA
CSF1
NUP50
NOS2
AFAP1L1
CD300LG
TBC1D20
FGD4
MSR1
FAM104B
TANK
MADCAM1
ADRA1A
ZWINT
HM13
ADAMTSL4
CCDC48
TMEM43
LILRA6
SORCS2
LAPTM4B
FLVCR2
FAM20A
OGG1
CKLF
PDGFC
ZDHHC9
HLA-DOA
NPDC1
ARHGEF12
IL17RA
HEY2
CYB561D2
AGR2
HLA-DMA
MPL
TP53I3
BAG4
ITM2A
GDF15
KCNK6
RABGGTB
CEACAM5
NSMAF
RDX
PRPSAP1
MDM2
MAP4
BAAT
ATP6V0C
AMBP
ZNF578
TMEM91
RBM47
HLA-F
EMR4P
CASZ1
ZNF626
SLA
NCF1
HSD17B7P2
OBFC2A
NT5DC3
VEGFA
FANCD2
GBA
SP140
PCBD1
ZNF470
ARSA
CYP11A1
APP
CDKN1C
ZBTB8OS
FPGT
NCF1B
BAI3
SEPTIN10
RAB23
SLCO1A2
SLC43A2
ZNF271
SLC13A4
SQLE
NCBP2
UBA52
PSMB7
FDX1
ARL8B
S100B
PXMP4
SMN2
GSTA1
TXNL4B
PAXIP1
PRKAR1B
GCA
GANC
DCTN5
GAS2
HLA-DPA1
DPY19L2P1
WWC2
SFRS11
ZNF660
HLA-E
TNPO1
MASP2
CTNNB1
NCK1
ODZ3
C2orf68
USP14
PID1
ICA1
ATP13A4
TCF4
hCG_17324
CHDH
NR2C1
ZNF582
SERPINA2
JAG1
PPA2
STX4
M6PR
LITAF
CLEC16A
LOXL3
DHFR
DR1
FAM3C
TCEB2
ZNF280D
TRPM2
REEP3
ALDH5A1
INTS7
LNPEP
IPO7
SORT1
CYCS
GIT2
ARAP3
ACSS3
MKKS
CDV3
FABP3
RTN4IP1
FAF2
C12orf32
CIAO1
LRRN1
MAP3K2
MYLIP
CD160
CHURC1
C9orf97
ZNF250
EIF3I
CHRM2
TP53I11
NCLN
CCDC50
NR1D1
PHLDA2
EFTUD2
MRAS
OSBPL6
PLA2G5
EGFLAM
NRP1
RNF149
PCMTD2
ATHL1
CLSTN2
RELT
IREB2
ATXN1L
AKTIP
GAB1
NSUN4
PKIB
SIL1
MUC4
CSNK2A2
MCCC2
SF3B1
SYS1
MGAT4A
NADK
TRIO
EXOSC10
ZNF330
IGFBP5
PCYT1A
SNX13
RAB18
SAR1A
CALU
HN1
UBE2J1
MRPL42
BID
ARFGEF2
SLC2A1
ATPAF2
WDR77
SNX2
PRKCA
EPHB2
DBF4
DZIP1
HUWE1
PUS10
DTX2
DNAJC18
GRAMD1A
YKT6
CSNK1E
RPS6KB1
CCNYL1
AKT3
VPS37A
ELK3
